vib_peak_hz,vib_rms_g,vib_centroid,vib_kurtosis,magnetic_rms_uv,current_rms_a,temp_c
53.67937830148952,0.6509385420639091,707.9534359625779,4.991597177137913,70.27751000251365,9.426294355614615,104.3717466685167
39.47398040810662,0.5146698784180896,846.7657187146539,6.501566776344468,74.90846357252144,8.425979405121366,106.33993690412106
44.09233739622568,0.4006067605131836,716.1169056693689,6.2084721906938505,71.93880582044498,8.757094035440952,107.45451794960036
42.98161881576873,0.6328285179037846,761.4801589598072,6.657399135947781,77.61971255193274,9.687595524051476,106.5610236080368
50.694698063070994,0.7850517927362304,788.020007480809,5.954400426826729,91.13593666646743,9.702801095975172,97.3455254167496
39.06154102170601,0.7016872754273036,799.2623229187525,5.439662161463399,71.42653737228578,9.321354201176304,105.02039324449095
51.140503091410295,0.5677283429347979,762.138603706235,5.622061780998418,87.59520549141004,9.593657032330489,113.50165748780485
49.71306675101484,0.8793410043150833,938.0636240248888,6.806271974897904,81.09015632082159,8.010974539555614,96.19372327614998
55.53586199655833,0.6270500417956446,744.7850716263908,5.828259693886725,82.4833919026085,9.32547591730419,104.71143769454211
52.506171126811054,0.6973955221663026,882.7088697964523,5.500121935626836,75.26646457459515,8.593227694311862,105.58648846518298
42.80648033747814,0.6447237873296038,688.7603935123612,4.992489310454543,85.29579678495051,8.914411784594307,103.47802759217512
55.60952868880396,0.7681875041777604,650.6973936132359,5.550261428415717,76.62550714584278,8.664786066009626,97.52945408844529
54.71582922541234,0.5726477369455248,656.4530758463575,5.5838197943195365,85.15752333338644,9.951472507564345,102.40447590178434
44.47261541549307,0.7258125562174177,728.7632458667317,4.46460402267632,91.60354783865337,9.71991950677436,99.67393797266593
36.90337740663068,0.4381720426542821,694.9103628921907,5.6646414981376125,82.86581923183897,8.390342576290651,105.54847656524487
52.652707535387314,0.6121011210130445,789.5534403605742,7.089954550530241,80.25351384436661,9.864204102712801,104.68573171868991
45.68315128407267,0.5558776112904313,796.5187134813724,5.919411762479902,78.14290629955553,8.818451949032694,104.6028655726592
50.9202602829187,0.5502359197251442,882.791837975228,4.917270015317158,78.51644683158138,10.033901639636607,102.37683588865924
47.54831154783636,0.5772924710776776,733.9489991890553,4.149726105023156,78.94484834126843,11.373688901830471,106.03844625592872
46.89666503275173,0.8050838438309649,702.5908776323478,5.183427049300358,96.88840165202721,9.674570997486112,107.09697168819463
49.35886852347847,0.7487077519244372,798.069322390149,5.785054203806258,98.5752123859447,9.257501915287929,103.64725399640366
38.38329822427784,0.7438960148528814,762.8298592456586,4.493768226301796,82.76339351191066,8.410576155659513,106.55769421149209
37.99579302339543,0.6803826644473285,921.0562770044517,5.800468456143676,74.43164834689584,8.981600806877275,105.25876176607876
44.201614342760685,0.9219071648613566,819.2578336509627,6.184580552973718,77.62572859963876,8.87661055173325,94.79601356642226
58.05932518382771,0.7631634392064306,695.5347842971306,5.820256951378996,67.76971948103233,8.601286058356694,103.38347811462559
46.51291777012397,0.6416899560526542,725.9603680281309,6.552807003428864,80.32434800780013,9.119887348788675,101.12787775222887
48.297963262727485,0.7812131592525514,744.5624863301643,6.404920076711942,92.80530251246226,10.794732437078915,109.62914021408312
47.638886137237996,0.4131900158962912,764.8236466801651,5.586187429202784,63.410316586071026,10.097855981574744,101.45627695118766
50.71380495757976,0.6513135086162857,759.2326599524,5.619431529453562,68.09852659857958,9.516801103223033,100.31055800586012
43.44721740762721,0.7012661143217372,819.4754072927506,5.549197195937904,68.80465284220998,8.894170604809313,108.20260255844867
45.693179025220545,0.5505784338039437,681.6953171394347,5.749831419605203,79.75203181689137,9.546678209211095,111.56216642916067
43.937339269449005,0.7398375315494865,817.3487806509079,6.79067713251889,75.18578188683527,10.464553867749608,108.00771950567008
51.69896461303561,0.8110591251917899,769.9026303803628,5.374007578222955,88.43130099258377,9.789932632323154,107.05918203625727
43.50092353237805,0.6460598854182675,861.1446739991956,7.262321233219135,79.72098253084181,8.386001657714495,104.35872516337294
48.62690217450325,0.6780679495882961,678.187204967808,6.046742294482428,61.113552361571855,10.020144770862059,101.33899102262602
43.00162522737701,0.7507844124341816,739.3244189166659,6.520784292499059,73.51755356382344,8.77082713400786,101.37341080744845
51.72557247654584,0.6479864676684158,786.8820107216002,4.772709144379277,87.32327196693046,10.333130560350252,106.59977221768601
40.50193151923947,0.645072957062019,699.0012610363384,5.4675107715341555,77.84390362374882,10.842959059197865,102.50326651068532
42.19805344646541,0.7268795622398595,682.3721808949526,5.036610725445415,58.52124326181445,8.921000226409207,108.94889529259359
48.96827741543107,0.6124963499090709,832.8799867264677,5.734423112737282,88.53746381083155,10.091813411865527,112.65785042035105
45.36351957986807,0.6286145759078887,777.5127331216389,5.235493566160682,68.68907497263982,10.25554035293929,103.62529952993043
54.83153494580577,0.5178969007070154,905.1559112599272,5.43823554692573,79.40907119293063,10.293027781514859,95.43209255748786
44.438456065425505,0.682883104261154,848.3669391337052,4.823107834055921,88.39365988080783,9.224648645371929,102.8274705455434
52.03367490354171,0.6325510077349346,913.5194663219253,6.163830103937858,93.35574615311441,9.424601612674914,100.65437278127554
40.797072351713076,0.6318113417763309,815.0651743742283,5.598323904972463,73.84497968714646,8.790227687418797,103.59409888894594
51.979234294752544,0.6026485105368485,711.4625577983517,5.734326285346371,72.56688191550619,10.778918125961514,117.19604620019996
51.10935058121877,0.5252902480534015,738.5702162795707,5.56553077997672,66.35321143701292,9.671598175202526,106.52321897627617
45.00818952891872,0.7205965789509619,682.5426524514071,5.6218706966320315,85.05805285372129,8.596485058536096,102.0121540831375
50.322130933951556,0.5239890060762519,627.0087409605242,5.189646367962362,70.80345969585869,9.778074852731953,99.88907804134138
46.92552312434469,0.8171639780194533,743.5959353992089,5.371741653738366,80.63036160748116,8.489120499697435,106.66833171731021
52.28828022849117,0.7749197632282777,804.708252349352,4.843350303579562,97.30482208658748,9.182104216184175,100.92176240750477
42.00130333085509,0.5743680095365463,723.3222014360784,5.161019601831976,66.46403791038887,8.809654122690871,110.5548040016976
48.28498336015139,0.5404031837771581,720.7539654364286,6.573010149620018,79.38140054612559,10.478785978099769,104.33836206098742
55.940605532385604,0.7727747585364686,730.554631682808,5.997630991468559,80.68457496342226,9.371053873386563,99.66822946596437
47.90444422891529,0.6606619547793406,881.0567092831473,6.402811716317393,74.91677527366629,9.576690790641937,103.61721392959882
45.66223339091536,0.5748697851217052,765.0823247522575,6.239839595120047,71.41097318842762,9.606174540298571,108.08400164448695
43.584066121491155,0.8480407043137416,533.2806921167272,5.041503249035418,59.47897085740935,8.601814935407074,106.31727461221755
39.77228500707237,0.6816909913196025,725.3820888085202,6.83817797449374,78.27664238827839,9.309986652871052,109.65283829321126
45.94257565987427,0.591054514120704,793.707613560636,6.0029959694193495,80.80962381367836,9.166063674581444,112.39809459688263
43.72697065781033,0.5931830372668162,681.3239598746052,5.442300634542337,81.34830520776362,10.427885768700701,99.97427874776464
49.162549802165245,0.8488600041437454,779.5574008662393,6.354803439362951,80.61384648609742,9.456953601915448,98.09698631210216
38.57366461683736,0.8617716391615603,592.7033584228705,5.16598517694634,86.8534694606877,10.052849605444692,109.10061696114428
45.01025015362355,0.5581980615171572,838.7976210416489,5.840088803084683,75.44853424966365,8.7800203584388,113.79240506384777
47.99845906998525,0.6876038265781664,811.0061577695035,5.750120291322783,79.77258250760534,8.101241644189312,104.02399238745524
55.37268945226943,0.8127615300273825,793.5962785752986,5.70600044955525,77.71490033981351,9.460004601854505,115.22114989113675
54.80696560772502,0.7638444530575018,819.8239694554568,5.820534809760378,54.69020390836897,9.172161200186487,107.63260732604434
46.27520579870866,0.5907290818155065,669.4428818133284,4.3477477397054045,66.88028493513829,9.41060024496495,105.3107280317988
45.342969029782466,0.5958051975895472,630.9881302074168,5.187102649912118,77.41431444346036,10.437157294652788,103.55108289202026
42.09961632609316,0.7571441506605286,782.047341620407,5.188797696233466,69.95447078598866,9.495325209564125,98.21867874233936
42.390825941393324,0.5512229156654389,851.0065959046474,6.649408953151567,72.46319405886166,8.994465490120445,114.2741912188339
51.87222548166818,0.7914441443422742,758.0208150575277,6.8984395336698805,80.48920101252253,9.619388154755173,107.01583990180136
54.271160418245046,0.6693785650100356,830.5396166273549,6.0004862007608395,91.13421279738722,9.658769057753966,108.37192622644578
46.619123160076924,0.5814475143815588,845.9914392314959,5.573076419051713,92.2700968666201,8.529553735799642,105.17177781198198
45.89105624934241,0.7699934011783091,729.2157497155879,5.639942406244816,90.35349102757193,9.284287449054698,106.34964614480094
47.61397007847686,0.5905404026849395,798.1439627901797,5.961804520725905,75.05093124753023,9.521339175904192,112.15140762167992
57.934259540105344,0.686049621277156,837.5880656676868,5.914153084438202,72.90612862325642,10.869334718488401,102.22745309776177
49.93095561181343,0.5590045068296949,843.5758132223086,4.939774195969227,85.27823497514927,9.52746533197647,116.5751452153963
49.96404939582759,0.5399138729362392,773.7892191820434,5.713482893470337,72.8274727871617,8.54286976416469,106.17296997128959
51.83953568302479,0.6601509042224019,854.591655865722,5.372605052256692,70.45135659297283,9.313030032398919,105.6314851280091
