vib_peak_hz,vib_rms_g,vib_centroid,vib_kurtosis,magnetic_rms_uv,current_rms_a,temp_c
49.42434922503642,0.686838444545592,811.3405970290061,6.735214062269851,72.6504004689233,9.56756582166727,104.28482234019417
53.781537925078624,0.6857953195268028,794.5405702844316,6.180943229598679,73.9922886054694,10.274862802187021,96.66283827637918
48.94448803486669,0.43168336643188976,828.6822973207129,4.608988495615516,99.53434393311169,9.23516495563033,98.8153272402825
52.731535551620034,0.6818874502108452,785.3871704973513,6.670249100522631,76.75472898283799,10.523071997366001,106.56667691013156
51.18545823087,0.6625017505573041,818.7118263536506,4.949072671928688,82.82334850493618,9.525721419019543,99.14029338742858
49.15472774652648,0.6851606254978008,681.4285021440546,5.071198037478423,79.85474120999552,9.688947651691528,101.69847243253659
49.993202158285946,0.5823099012636099,773.0983317237307,5.662518756780808,78.91243074090578,9.544751730785643,106.43856806226972
48.79962447924888,0.779019103992861,713.7243583824958,4.1172004388382195,79.19617271995406,9.612489143963277,110.6329553796052
44.122369746889746,0.6494651946482668,821.2841881666061,4.986350752589,83.00723943223998,10.020147035449154,105.51616776132134
47.9888463156199,0.6941642610768143,765.0742116729787,6.351127275527912,70.61482215804637,9.10139734345646,103.37843746357362
48.560732730711045,0.761329224473524,793.630906237792,6.591086710787605,73.46442914973618,9.390841997718798,104.57025470005856
42.005543966979566,0.6205358014618723,817.8412622481214,5.370012311062834,67.12240055803575,9.167240099780674,96.89175394679737
43.579730801166036,0.7084942876525905,831.1635605492357,7.684956519605982,64.69179310657084,8.166895349663564,100.91137273462208
54.29317110372958,0.7048506991615359,821.6803818246633,6.711930068440279,74.8723352935081,10.725511751521974,113.70552054293537
42.281530384736016,0.7319193001324226,845.6214182476895,5.707934456788335,78.42424850491865,8.064099496706337,96.62996303667936
46.428260100268034,0.6352929222333952,702.7445586803641,6.085017234660601,95.69414460625839,9.518442427520483,110.38316488127455
68.07307774272567,0.5742834294951833,698.9921781685348,4.702091759810593,79.64013693460001,9.739693413546556,107.06501269646428
51.220346314724516,0.7057267372900223,624.6142802788963,6.188854306324654,71.70483945245782,10.750594024056873,112.25723658810337
42.581629050388976,0.7716599850579493,667.7849298952624,6.10051034557304,85.00233555182216,9.82090995934693,98.75403524663969
53.91356225988562,0.7029264949752717,793.424992779381,5.711246025699029,93.79863854848185,9.934972493843343,99.02256904417025
44.6451971297623,0.5952388223878973,978.3909332895591,7.65102186987772,75.26631048651815,10.009016944966204,101.9030489824886
